monitoring_location_id,organization_id,organization_name,provider,monitoring_location_name,monitoring_location_type,huc8,latitude,longitude,horizontal_datum,country_code,state_code,county_code,drainage_area_value,drainage_area_unit,source_file
21NMEX_WQX-33RPuerc102.2,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Rio Puerco at I-40 - 33RPuerc102.2,River/Stream Intermittent,13020204,35.0336300000,-106.9422800000,NAD83,US,35,001,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-33RPuerc198.4,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Rio Puerco at Hwy 279 Bridge near San Luis - 33RPuerc198.4,River/Stream Intermittent,13020204,35.7019200000,-107.0094700000,NAD83,US,35,043,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-33RPuerc241.8,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Rio Puerco blw WWTP at Sanchez Property - 33RPuerc241.8,River/Stream,13020204,35.9839600000,-106.9841200000,NAD83,US,35,043,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-33RPuerc245.8,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Rio Puerco at HWY 197 Bridge - 33RPuerc245.8,River/Stream Perennial,13020204,36.0105300000,-106.9807300000,NAD83,US,35,043,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-33RPuerc249.1,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Rio Puerco abv northern bnd Cuba - 33RPuerc249.1,River/Stream Perennial,13020204,36.0270100000,-106.9563500000,NAD83,US,35,043,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-33RPuerc256.0,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Rio Puerco at CR13 Bridge - 33RPuerc256.0,River/Stream Intermittent,13020204,36.0413200000,-106.9162100000,NAD83,US,35,043,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-33Senori008.8,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Senorito Creek abv Nacimiento Mine - 33Senori008.8,River/Stream,13020204,35.9876100000,-106.8904300000,NAD83,US,35,043,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-36Bluewa003.5,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,BLUEWATER CREEK AT MOUTH OF BLUEWATER CANYON - 36Bluewa003.5,River/Stream,13020207,35.2926000000,-108.0270000000,NAD83,US,35,006,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-36Bluewa016.7,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Bluewater Creek blw Dam - 36Bluewa016.7,River/Stream,13020207,35.2979300000,-108.1063300000,NAD83,US,35,006,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-36Bluewa023.2,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Bluewater Creek at Forest Road 178 - 36Bluewa023.2,River/Stream,13020207,35.2411600000,-108.1278200000,NAD83,US,35,006,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-36RSanJo111.0,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Rio San Jose at Hwy 117 - 36RSanJo111.0,River/Stream Intermittent,13020207,35.0975600000,-107.7737000000,NAD83,US,35,006,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-36RSanJo119.6,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Rio San Jose abv Unnamed Arroyo,River/Stream Intermittent,13020207,35.1384000000,-107.8268400000,NAD83,US,35,006,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-48DogCan002.7,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Dog Canyon at Nature Trail - 48DogCan002.7,River/Stream,13050003,32.7495200000,-105.9123700000,NAD83,US,35,035,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-48FresCa001.0,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,FRESNAL CREEK AT ALAMOGORDO WATER INTAKE - 48FresCa001.0,River/Stream,13050003,32.9741400000,-105.9038500000,NAD83,US,35,035,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-48FresCa008.3,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Fresnal Creek above Salado Canyon - 48FresCa008.3,River/Stream,13050003,32.9547400000,-105.8750900000,NAD83,US,35,035,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-48KarrCa002.9,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Karr Canyon above Raven Road - 48KarrCa002.9,River/Stream,13050003,32.9288700000,-105.8167300000,NAD83,US,35,035,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-48LaLuzC014.2,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,LA LUZ CREEK AT CR A-70 - 48LaLuzC014.2,River/Stream,13050003,32.9847260000,-105.8297260000,NAD83,US,35,035,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-48NogalC000.2,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,NOGAL CREEK AT COUNTY ROAD B-17 - 48NogalC000.2,River/Stream,13050003,33.1580590000,-105.8644490000,NAD83,US,35,035,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-48RTular030.0,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Tularosa Creek ABV USGS GAGE 08481500 NR BENT- 48RTular030.0,River/Stream,13050003,33.1450030000,-105.8972270000,NAD83,US,35,035,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-48Salad0001.1,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Salado Canyon at Salado Canyon Trestle - 48Salad0001.1,River/Stream Perennial,13050003,32.9591600000,-105.8663200000,NAD83,US,35,035,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-48ThreeR022.8,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,THREE RIVERS AT FOREST SERVICE CAMPGROUND - 48ThreeR022.8,River/Stream,13050003,33.4027810000,-105.8858370000,NAD83,US,35,027,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-49Sacram013.7,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,SACRAMENTO RIVER BELOW SCOTT ABLE CANYON - 49Sacram013.7,River/Stream,13050004,32.7097260000,-105.7433380000,NAD83,US,35,035,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-49Sacram014.6,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,SACRAMENTO RIVER AT USGS GAGE - 49Sacram014.6,River/Stream,13050004,32.7138920000,-105.7541700000,NAD83,US,35,035,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-52PecosR311.7,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Pecos River at pipeline upstream of Salt Creek - 52PecosR311.7,River/Stream,13060003,33.6423800000,-104.3567800000,NAD83,US,35,005,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-52PecosR343.0,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Pecos River below Six Mile Draw -  52PecosR343.0,River/Stream,13060003,33.8555100000,-104.2919100000,NAD83,US,35,005,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-52PecosR434.0,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Pecos River above Taiban Creek - 52PecosR434.0,River/Stream,13060003,34.3768100000,-104.1949000000,NAD83,US,35,011,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-52PecosR445.5,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,PECOS RIVER AT GRAVEL PIT DOWNSTREAM FROM WWTF - 52PecosR445.5,River/Stream,13060003,34.4286150000,-104.2275030000,NAD83,US,35,011,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-52PecosR447.8,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Pecos River above Fort Sumner WWTP outfall -  52PecosR447.8,River/Stream,13060003,34.4452600000,-104.2350800000,NAD83,US,35,011,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-52PecosR453.4,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,"PECOS RIVER AT FORT SUMNER, U.S. 60 BRIDGE - 52PecosR453.4",River/Stream,13060003,34.4733370000,-104.2591700000,NAD83,US,35,011,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-56PecosR160.2,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Pecos River above Rio Penasco -  56PecosR160.2,River/Stream,13060007,32.7725900000,-104.3287700000,NAD83,US,35,015,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-56PecosR169.0,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,PECOS RIVER AT U.S. 82 BRIDGE NEAR ARTESIA - 56PecosR169.0,River/Stream,13060007,32.8410200000,-104.3239300000,NAD83,US,35,015,,,wqp_stations_nm_stream_nutrients.csv
21NMEX_WQX-56PecosR177.0,21NMEX_WQX,NM Environmental Dept./SWQB,STORET,Pecos R blw Cottonwood Creek 56PecosR177.0,River/Stream,13060007,32.8864200000,-104.3440500000,NAD83,US,35,015,,,wqp_stations_nm_stream_nutrients.csv
